iter	MultiClass
142	0.05318633787
143	0.05277081433
144	0.05232945704
145	0.05178788125
146	0.05133718135
147	0.05085075816
148	0.05029667234
149	0.04987365255
150	0.04947943942
151	0.0490072077
152	0.0487041945
153	0.04828497392
154	0.04782105566
155	0.04736273065
156	0.04706767593
157	0.04663273944
158	0.0462257156
159	0.04586916704
160	0.04546301897
161	0.04510921849
162	0.04489579373
163	0.04456317743
164	0.04411774668
165	0.04361138984
166	0.04332102848
167	0.04281873432
168	0.04251620766
169	0.04223152818
170	0.04190284448
171	0.04152009877
172	0.04113869797
173	0.04080083677
174	0.0405342619
175	0.04026857021
176	0.03994579799
177	0.03962164203
178	0.03939311651
179	0.03903008335
180	0.03880364279
181	0.03856685315
182	0.03824729205
183	0.03797646129
184	0.03770446891
185	0.03741541043
186	0.03722807083
187	0.03699256196
188	0.03679186262
189	0.03651166637
190	0.03619152153
191	0.03593312228
192	0.03574073082
193	0.03548718168
194	0.03525735528
195	0.03500435093
196	0.03477432125
197	0.03451908377
198	0.03425868828
199	0.03408570657
200	0.03388898851
201	0.03364388976
202	0.03338000577
203	0.03318732486
204	0.03298813935
205	0.0326921405
206	0.03248773698
207	0.03227654706
208	0.03204927828
209	0.0318605884
210	0.03165997508
211	0.03146291416
212	0.03125662311
213	0.0310957142
214	0.03090328531
215	0.03064228291
216	0.03049464453
217	0.03030374435
218	0.03019052929
219	0.02996466929
220	0.02980402216
221	0.02966081514
222	0.02953578859
223	0.02942107993
224	0.02926043983
225	0.02908432998
226	0.02888375704
227	0.02872324164
228	0.02857676333
229	0.02840272633
230	0.028287705
231	0.02815527484
232	0.02805789906
233	0.02793164047
234	0.02781263002
235	0.02760468098
236	0.02750484221
237	0.02735121608
238	0.02722402921
239	0.02709149253
240	0.02697159166
241	0.02684380366
242	0.02670940486
243	0.02660050816
244	0.02646238916
245	0.02627014443
246	0.02614509784
247	0.02602766871
248	0.02593857455
249	0.02583247376
250	0.0257405695
251	0.02565244063
252	0.02555937589
253	0.02546145955
254	0.02535619603
255	0.02522789065
256	0.02510554314
257	0.02499752276
258	0.02489232876
259	0.02478019108
260	0.02467474518
261	0.024524214
262	0.02439123782
263	0.02425815801
264	0.02415514994
265	0.02404571153
266	0.02392897952
267	0.02380526519
268	0.02371025567
269	0.02363193732
270	0.0235300337
271	0.02341889086
272	0.0232684249
273	0.02317365072
274	0.02310201796
275	0.02300803097
276	0.02289847644
277	0.0227869606
278	0.02269018409
279	0.02257721935
280	0.02247219178
281	0.02235024884
282	0.02225546751
283	0.02213604981
284	0.02201450712
285	0.02187121323
286	0.02178066855
287	0.02167578278
288	0.02159091692
289	0.02151369572
290	0.02141676987
291	0.02133081906
292	0.02125775086
293	0.021176448
294	0.02110120212
295	0.02104077067
296	0.0209739997
297	0.02091720413
298	0.02078374004
299	0.0206912421
300	0.02062770009
301	0.02052995627
302	0.02047481135
303	0.02039497513
304	0.02031567812
305	0.0202422571
306	0.02016079114
307	0.02004611858
308	0.01998316722
309	0.01989609165
310	0.01981179063
311	0.01973970487
312	0.01964699889
313	0.01957818343
314	0.01949475246
315	0.019423679
316	0.01933795747
317	0.01925652278
318	0.0191613666
319	0.01911172707
320	0.01903276058
321	0.0189793123
322	0.01892963468
323	0.01888110706
324	0.01881865139
325	0.01871657789
326	0.01863581233
327	0.01859027997
328	0.01850419288
329	0.0184145987
330	0.01836495574
331	0.0183173455
332	0.01824231412
333	0.01819030083
334	0.01812922985
335	0.01805917731
336	0.01800681397
337	0.0179480864
338	0.01788583066
339	0.01783124235
340	0.01778831834
341	0.01773349863
342	0.01765861462
343	0.0176143735
344	0.01757632659
345	0.01752705609
346	0.0174662305
347	0.01742092936
348	0.01735694037
349	0.01731098248
350	0.01725120981
351	0.01720805824
352	0.01715928571
353	0.01710129558
354	0.01705053606
355	0.01699733755
356	0.01694882764
357	0.01688184729
358	0.01682693576
359	0.01673738486
360	0.01669330457
361	0.01665276671
362	0.01659144715
363	0.01652714694
364	0.01647572353
365	0.01640174671
366	0.01634307262
367	0.01629430641
368	0.01623497467
369	0.0161790857
370	0.01612322716
371	0.01605812427
372	0.01600144278
373	0.01594826114
374	0.01590104777
375	0.01585304892
376	0.01580127943
377	0.01575738561
378	0.01570432708
379	0.01565237278
380	0.01559468611
381	0.01555702334
382	0.01551682854
383	0.01548063357
384	0.01544018789
385	0.01540071689
386	0.01534350679
387	0.01530944022
388	0.01523998373
389	0.01518504112
390	0.01512462778
391	0.01508291859
392	0.01503539352
393	0.01498502174
394	0.01495072563
395	0.0149189338
396	0.01488591824
397	0.01484688673
398	0.01480408289
399	0.01476985466
400	0.01473796999
401	0.01469720383
402	0.01466364984
403	0.01462777413
404	0.01456185534
405	0.01452452697
406	0.01448297922
407	0.01444399133
408	0.01439754762
409	0.01436448133
410	0.01432296407
411	0.01429312336
412	0.01424911664
413	0.01421222452
414	0.01416363048
415	0.01412398145
416	0.01407391286
417	0.01403492999
418	0.01400050682
419	0.01396304603
420	0.01392823957
421	0.0138865478
422	0.01385705253
423	0.01382865466
424	0.0137934995
425	0.01375824751
426	0.01372599286
427	0.01367829061
428	0.01364831258
429	0.01362428036
430	0.01359392674
431	0.01356339383
432	0.01353674446
433	0.01351085103
434	0.01347933961
435	0.01343839424
436	0.01338669427
437	0.0133559522
438	0.01331961512
439	0.01329334768
440	0.01326630557
441	0.01321460379
442	0.01317808219
443	0.01315361635
444	0.01309696574
445	0.0130680081
446	0.01303211399
447	0.01300323631
448	0.0129671069
449	0.01293908254
450	0.01291312528
451	0.01286279297
452	0.01283651402
453	0.01281269093
454	0.01278124113
455	0.0127421545
456	0.01270829314
457	0.01267770008
458	0.01265320891
459	0.01260244259
460	0.01257476049
461	0.01254803689
462	0.01252036121
463	0.01249459169
464	0.01245376456
465	0.01242513224
466	0.01240002847
467	0.01235224343
468	0.01232964624
469	0.01230389717
470	0.01226184943
471	0.01222779735
472	0.01220031391
473	0.0121799728
474	0.01215262831
475	0.01210439727
476	0.01207691714
477	0.01205567597
478	0.01203940634
479	0.01201452588
480	0.01199077749
481	0.01195649029
482	0.01192611209
483	0.011898644
484	0.01186844376
485	0.01184407439
486	0.01181964347
487	0.0117934439
488	0.01177388146
489	0.01174640764
490	0.0117178435
491	0.01169291414
492	0.01166916221
493	0.01164664991
494	0.0116263866
495	0.0116021573
496	0.01157246477
497	0.01155108439
498	0.01151039199
499	0.01147499523
500	0.0114369114
501	0.0114132146
502	0.011390006
503	0.01136768289
504	0.0113426897
505	0.01131598134
506	0.01128639636
507	0.01125442115
508	0.01123272128
509	0.01120884442
510	0.01118556582
511	0.01116436061
512	0.01113649926
513	0.01111656736
514	0.01109503794
515	0.01106695457
516	0.01103470736
517	0.0110157345
518	0.01098763
519	0.0109682697
520	0.01095054819
521	0.01093360804
522	0.01091083496
523	0.01087936481
524	0.01084635315
525	0.0108270261
526	0.01080962056
527	0.01078265461
528	0.0107610091
529	0.01073933884
530	0.01071852847
531	0.01069488376
532	0.01067221556
533	0.01065577022
534	0.01063917913
535	0.01061918115
536	0.010599628
537	0.01056534799
538	0.01054440911
539	0.0105191193
540	0.01048345538
541	0.01046405794
542	0.01043756758
543	0.01042054388
544	0.0104020334
545	0.01038079094
546	0.01036306652
547	0.01033833149
548	0.01031361146
549	0.01029681483
550	0.01027772241
551	0.01025694568
552	0.01023770425
553	0.0102221605
554	0.01020559288
555	0.01018505753
556	0.01016210787
557	0.01014093268
558	0.01012842024
559	0.01010063546
560	0.01007928129
561	0.01005639208
562	0.01002844221
563	0.01000353506
564	0.009986726982
565	0.009970840224
566	0.009953581325
567	0.009926717692
568	0.009904584527
569	0.009888472842
570	0.009871338477
571	0.009856001296
572	0.009841489559
573	0.009825405328
574	0.009796385006
575	0.009779390766
576	0.009759638799
577	0.009736598991
578	0.009705895742
579	0.00968274328
580	0.009666143408
581	0.00964917012
582	0.009623483181
583	0.009605413231
584	0.009587454325
585	0.009571425178
586	0.009557351967
587	0.009537487743
588	0.009519866615
589	0.009504358988
590	0.009476198478
591	0.00945740685
592	0.009443672541
593	0.009426690256
594	0.009403686739
595	0.009383888021
596	0.009371922609
597	0.009356788044
598	0.009337519444
599	0.009316807406
600	0.009301389149
601	0.009287801501
602	0.009272621282
603	0.009253997051
604	0.009236157061
605	0.009222214059
606	0.009197982488
607	0.009179413169
608	0.009161160576
609	0.009143323314
610	0.009127627068
611	0.009115016751
612	0.009095639173
613	0.009082545357
614	0.009067079273
615	0.009044250456
616	0.009027336199
617	0.009009180546
618	0.008987156013
619	0.008967821081
620	0.00895145617
621	0.008934964503
622	0.008917294657
623	0.008895773896
624	0.008871204186
625	0.008857459218
626	0.00884410233
627	0.008829835606
628	0.008814325628
629	0.008797264072
630	0.008781790808
631	0.008762492234
632	0.008740714985
633	0.008730272884
634	0.008713964099
635	0.008697428554
636	0.00868178051
637	0.008666527051
638	0.008652118042
639	0.008636416055
640	0.008616820922
641	0.00859371605
642	0.008573368319
643	0.008557894473
644	0.008540939249
645	0.008522078671
646	0.008505757419
647	0.008491721897
648	0.008478998418
649	0.008466040583
650	0.00845188109
651	0.008431917108
652	0.008421129775
653	0.008408820307
654	0.008388899788
655	0.008375537033
656	0.008358952515
657	0.008342339771
658	0.008323953834
659	0.008308312634
660	0.008293633557
661	0.008278607081
662	0.008263663462
663	0.008250257428
664	0.008234800806
665	0.00822031306
666	0.008202102192
667	0.008187314655
668	0.00817709816
669	0.008164394084
670	0.008150626715
671	0.00813799188
672	0.00812538721
673	0.008114682803
674	0.008104258613
675	0.008089602954
676	0.008076287939
677	0.008061059498
678	0.008042110192
679	0.008028644955
680	0.008009552742
681	0.007997492778
682	0.007983912722
683	0.007973060474
684	0.007958292096
685	0.00794181078
686	0.00792786737
687	0.007919406585
688	0.007908470745
689	0.007894831584
690	0.007881862284
691	0.007871179669
692	0.007860347812
693	0.007849548044
694	0.007836578049
695	0.007826754443
696	0.007818278461
697	0.007810577528
698	0.007792969718
699	0.00778279443
700	0.007773247933
701	0.007762718214
702	0.007750875406
703	0.007741180506
704	0.007730266116
705	0.007718896632
706	0.007706722944
707	0.007696623154
708	0.007687293209
709	0.007677806675
710	0.007669426711
711	0.007656449931
712	0.007648503025
713	0.007640790308
714	0.007632966412
715	0.007621895673
716	0.007608028985
717	0.007597742945
718	0.00758803152
719	0.007576772188
720	0.00756383702
721	0.007552126013
722	0.007534241533
723	0.007523938164
724	0.007513805035
725	0.007501725169
726	0.007489326365
727	0.007470907868
728	0.007462662976
729	0.007451981732
730	0.007442681784
731	0.007430530954
732	0.007423369616
733	0.007409202768
734	0.007401277565
735	0.007391943122
736	0.007378360646
737	0.007367936531
738	0.007357455341
739	0.007346853002
740	0.007336187723
741	0.007327671579
742	0.007319994006
743	0.00731082049
744	0.007298730782
745	0.007286993575
746	0.007274816535
747	0.007262994937
748	0.007254554625
749	0.007242969232
750	0.007232391756
751	0.007221470398
752	0.007210651944
753	0.007202418896
754	0.007191747446
755	0.007181312723
756	0.007168174317
757	0.007159137689
758	0.00715189286
759	0.007143439085
760	0.007135026056
761	0.007125215312
762	0.007116933467
763	0.00710858484
764	0.007096200358
765	0.007081102605
766	0.007073263498
767	0.007064633635
768	0.007055418449
769	0.007044568058
770	0.007037479211
771	0.007029821345
772	0.007019925806
773	0.007010340096
774	0.007003079648
775	0.006995748367
776	0.006983729513
777	0.006968359624
778	0.006958952197
779	0.00695004152
780	0.006941000277
781	0.006932900748
782	0.006921956357
783	0.006912776923
784	0.006902673087
785	0.006892910733
786	0.006885167977
787	0.006877916457
788	0.006870400239
789	0.006861275816
790	0.006853316777
791	0.006843294365
792	0.006830756656
793	0.006820335472
794	0.006813312041
795	0.006803159556
796	0.006792709864
797	0.006785424311
798	0.006772141929
799	0.006762682238
800	0.006755847264
801	0.006741431032
802	0.006731313635
803	0.006720357169
804	0.006710602596
805	0.006702770387
806	0.006694160486
807	0.006682004481
808	0.006671077336
809	0.006662329818
810	0.00665370917
811	0.006645586233
812	0.006633331822
813	0.006625825526
814	0.006613015139
815	0.006602594959
816	0.006596819153
817	0.006582721313
818	0.006573912412
819	0.006565177864
820	0.006556161373
821	0.006549480731
822	0.006540992209
823	0.006534794444
824	0.006526717621
825	0.006517809856
826	0.00650907271
827	0.006500919736
828	0.006487559671
829	0.00647823108
830	0.006470242921
831	0.006463723302
832	0.006455271197
833	0.006447287709
834	0.006441097443
835	0.006434960607
836	0.00642329037
837	0.006416793538
838	0.006409898794
839	0.006402891858
840	0.006395744571
841	0.006388475377
842	0.006380636709
843	0.006372842872
844	0.006363127222
845	0.006354391054
846	0.006347151112
847	0.006338006009
848	0.006330007308
849	0.006321680208
850	0.006313295725
851	0.006305282924
852	0.006298136195
853	0.00629107366
854	0.00628537762
855	0.006277765672
856	0.006268141352
857	0.0062625338
858	0.006251688282
859	0.006244775717
860	0.006237526739
861	0.006228056618
862	0.006218375026
863	0.006212686291
864	0.006206689707
865	0.006198089195
866	0.006192159026
867	0.006179996278
868	0.006174338932
869	0.00616692765
870	0.006158713303
871	0.006150034947
872	0.006144087163
873	0.006135533502
874	0.006129373746
875	0.006117762309
876	0.006111298413
877	0.006104530083
878	0.006094476885
879	0.006087076196
880	0.00607621504
881	0.006068450698
882	0.00605676379
883	0.006048889247
884	0.006037838927
885	0.006032619265
886	0.006022811832
887	0.00601645605
888	0.006009030472
889	0.006000688153
890	0.005993504225
891	0.005982934126
892	0.005977090507
893	0.005970805191
894	0.005963693294
895	0.005958120565
896	0.005950375945
897	0.005944625954
898	0.005938803376
899	0.005932756956
900	0.005925774806
901	0.005917308857
902	0.005909801221
903	0.005898708678
904	0.005892438869
905	0.005885718988
906	0.005881010982
907	0.005874553629
908	0.005869103834
909	0.00586392762
910	0.005855772175
911	0.005849792175
912	0.005842146147
913	0.005834446978
914	0.005828571785
915	0.005821623075
916	0.005815016291
917	0.005807969603
918	0.005802203558
919	0.005790614718
920	0.005779080523
921	0.005770884098
922	0.005764889347
923	0.005759575009
924	0.005750423755
925	0.005745364327
926	0.005737979827
927	0.005731398596
928	0.005726020865
929	0.005719099
930	0.005714419925
931	0.005707130863
932	0.0057023819
933	0.005695575212
934	0.0056858817
935	0.005679522366
936	0.005669207297
937	0.005661376286
938	0.005656306758
939	0.005649074591
940	0.005641911357
941	0.00563698452
942	0.005632063487
943	0.005625636776
944	0.005618763183
945	0.005611667808
946	0.005605456636
947	0.005599290304
948	0.005594963825
949	0.005589977892
950	0.005585315384
951	0.005580535643
952	0.005573488725
953	0.005566606809
954	0.005557860977
955	0.00555239086
956	0.005545836615
957	0.005540034372
958	0.005534433444
959	0.00553010439
960	0.005522885282
961	0.005516509347
962	0.005509641462
963	0.005504673563
964	0.005499290856
965	0.00549183001
966	0.005484280244
967	0.005479985274
968	0.005473542466
969	0.005465890396
970	0.005457115008
971	0.005451577433
972	0.005446574395
973	0.005440326715
974	0.005433893819
975	0.005426382862
976	0.005419565712
977	0.005410212404
978	0.005403040781
979	0.005395663689
980	0.005390631874
981	0.005380784971
982	0.005375391319
983	0.005371042045
984	0.005365410219
985	0.005358886686
986	0.005349748346
987	0.00534447132
988	0.005339907022
989	0.005330543338
990	0.005324126465
991	0.005317819239
992	0.005308694562
993	0.005303608321
994	0.005297563837
995	0.005293017114
996	0.00528575816
997	0.005279086118
998	0.005269509872
999	0.005263939851
